臺灣 Taiwan,#genre#
Animax,https://api.hualong.eu.org/api/Smartv.php?id=Animax
Astrol Kplus,https://api.hualong.eu.org/api/Smartv.php?id=Kplus
Axn HD,https://api.hualong.eu.org/api/Smartv.php?id=Axn
CCTV-6,https://api.hualong.eu.org/api/Smartv.php?id=cctv6
CINEMAX,https://api.hualong.eu.org/api/Smartv.php?id=cinemax_twn
Celestial Classic,https://api.hualong.eu.org/api/Smartv.php?id=Celestial2
Celestial Movies HD,https://api.hualong.eu.org/api/Smartv.php?id=Celestialindo
Cinemax,https://api.hualong.eu.org/api/Smartv.php?id=Cinemax
HBO Family,https://api.hualong.eu.org/api/Smartv.php?id=Hbofamily
HBO HD,https://api.hualong.eu.org/api/Smartv.php?id=Hbo
HBO Hits,https://api.hualong.eu.org/api/Smartv.php?id=Hbohits
HBO Signature,https://api.hualong.eu.org/api/Smartv.php?id=Hbosignature
HBO_HD,https://api.hualong.eu.org/api/Smartv.php?id=hbohd_twn
HBO_HITS,https://api.hualong.eu.org/api/Smartv.php?id=hbohits_twn
Hits Movie,https://api.hualong.eu.org/api/Smartv.php?id=Hitsmovie
Hits,https://api.hualong.eu.org/api/Smartv.php?id=Hits
Hollywood Movies,https://api.hualong.eu.org/api/Smartv.php?id=hollywoodmovies_twn
Movies Now HD,https://api.hualong.eu.org/api/Smartv.php?id=moviesnow_raj
One,https://api.hualong.eu.org/api/Smartv.php?id=One_mega
Paramount Network,https://api.hualong.eu.org/api/Smartv.php?id=Paramountnetwork
Rock Actions,https://api.hualong.eu.org/api/Smartv.php?id=Rockaction
Rock Entertainment,https://api.hualong.eu.org/api/Smartv.php?id=Rockentertain
SCM,https://api.hualong.eu.org/api/Smartv.php?id=Weishimovie
Sony Pix HD,https://api.hualong.eu.org/api/Smartv.php?id=sonypix_mega
Star Movies HD,https://api.hualong.eu.org/api/Smartv.php?id=starmovies_raj
Thrill,https://api.hualong.eu.org/api/Smartv.php?id=Thrill
Warner TV,https://api.hualong.eu.org/api/Smartv.php?id=WarnerTV
tvN Movie,https://api.hualong.eu.org/api/Smartv.php?id=Tvnmovie
大愛2台,https://api.hualong.eu.org/api/Smartv.php?id=catchplay_twn
龍華電影,https://api.hualong.eu.org/api/Smartv.php?id=xingwei_movie
東森洋片,https://api.hualong.eu.org/api/Smartv.php?id=ettvwestern
東森電影,https://api.hualong.eu.org/api/Smartv.php?id=ettvmovie
美亞電影,https://api.hualong.eu.org/api/Smartv.php?id=meiyamovie_twn
龍華洋片,https://api.hualong.eu.org/api/Smartv.php?id=lunghuawestern_twn
龍祥时代,https://api.hualong.eu.org/api/Smartv.php?id=lungxiangtime_twn
紀錄 Documentary,#genre#
AFC 亞洲旅遊台,https://api.hualong.eu.org/api/Smartv.php?id=asiatravel_twn
Animal Planet (Eng),https://api.hualong.eu.org/api/Smartv.php?id=AnimalPlanet
Animal_Planet,https://api.hualong.eu.org/api/Smartv.php?id=animalplanet_twn
Asia Travel,https://api.hualong.eu.org/api/Smartv.php?id=asiatravel_twn
BBC Earth HD,https://api.hualong.eu.org/api/Smartv.php?id=bbcearth_twn
BBC Earth Lifestyle,https://api.hualong.eu.org/api/Smartv.php?id=bbclifestyle_twn
CI,https://api.hualong.eu.org/api/Smartv.php?id=ci_twn
Discovery Asia,https://api.hualong.eu.org/api/Smartv.php?id=discoverytwn_twn
Discovery HD,https://api.hualong.eu.org/api/Smartv.php?id=discoveryhd_twn
Fashion TV,https://api.hualong.eu.org/api/Smartv.php?id=fashiontv_twn
Foodnetwork Hd,https://api.hualong.eu.org/api/Smartv.php?id=Foodnetwork_mega
HGTV,https://api.hualong.eu.org/api/Smartv.php?id=HGTV
History,https://api.hualong.eu.org/api/Smartv.php?id=History
MTV Live,https://api.hualong.eu.org/api/Smartv.php?id=mtvhd_twn
NatGeo HD,https://api.hualong.eu.org/api/Smartv.php?id=Natgeo
NatGeo Wild HD,https://api.hualong.eu.org/api/Smartv.php?id=Natgeowild
NatGeo_Wild HD,https://api.hualong.eu.org/api/Smartv.php?id=natgeowild_twn
Natgeo_HD,https://api.hualong.eu.org/api/Smartv.php?id=natgeohd_twn
TLC,https://api.hualong.eu.org/api/Smartv.php?id=Tlc
TLC Asia,https://api.hualong.eu.org/api/Smartv.php?id=tlc_twn
亞洲美食,https://api.hualong.eu.org/api/Smartv.php?id=afc_twn
美食星球,https://api.hualong.eu.org/api/Smartv.php?id=foodplanet_twn
新聞 News,#genre#
ABC News,https://api.hualong.eu.org/api/Smartv.php?id=abcnews_glo
Al-Jazeera,https://api.hualong.eu.org/api/Smartv.php?id=aljazeera_twn
BBC World News,https://api.hualong.eu.org/api/Smartv.php?id=Bbcnews
BBC World News,https://api.hualong.eu.org/api/Smartv.php?id=bbcnews_twn
Bloomberg News,https://api.hualong.eu.org/api/Smartv.php?id=bloomberg_twn
CBS HD,https://api.hualong.eu.org/api/Smartv.php?id=cbshd_glo
CBSN HD,https://api.hualong.eu.org/api/Smartv.php?id=cbsn_glo
CGTN,https://api.hualong.eu.org/api/Smartv.php?id=CGTN
CNA,https://api.hualong.eu.org/api/Smartv.php?id=cna
CNBC,https://api.hualong.eu.org/api/Smartv.php?id=cnbc_twn
CNN International,https://api.hualong.eu.org/api/Smartv.php?id=Cnn
CNN(備用),https://api.hualong.eu.org/api/Smartv.php?id=cnn_twn
DW (Deutsch),https://api.hualong.eu.org/api/Smartv.php?id=dw_twn
Fox News,https://api.hualong.eu.org/api/Smartv.php?id=foxnews_twn
France 24,https://api.hualong.eu.org/api/Smartv.php?id=france24_twn
NHK World,https://api.hualong.eu.org/api/Smartv.php?id=nhkworld_japan
Skynews,https://api.hualong.eu.org/api/Smartv.php?id=skynews_antik
東森財經新聞,https://api.hualong.eu.org/api/Smartv.php?id=ettvcaijing_twn
兒童 Kids,#genre#
Animax,https://api.hualong.eu.org/api/Smartv.php?id=Animax
Baby TV Eng,https://api.hualong.eu.org/api/Smartv.php?id=Babytv
Baby TV,https://api.hualong.eu.org/api/Smartv.php?id=babytv_twn
Boomerang Taiwan,https://api.hualong.eu.org/api/Smartv.php?id=boomerang_twn
Boomerang,https://api.hualong.eu.org/api/Smartv.php?id=Boomerang
CBeebies,https://api.hualong.eu.org/api/Smartv.php?id=Cbeebies
Cartoon Network,https://api.hualong.eu.org/api/Smartv.php?id=Cn
Disney Taiwan,https://api.hualong.eu.org/api/Smartv.php?id=disneytwn_twn
Kids TV,https://api.hualong.eu.org/api/Smartv.php?id=KidsTV
MiaoMi,https://api.hualong.eu.org/api/Smartv.php?id=MiaoMi
Momo TV,https://api.hualong.eu.org/api/Smartv.php?id=momo1_twn
Nick Jr,https://api.hualong.eu.org/api/Smartv.php?id=Nickjr
Nickelodeon,https://api.hualong.eu.org/api/Smartv.php?id=Nickelodeon
東森幼幼 Yoyo TV,https://api.hualong.eu.org/api/Smartv.php?id=yoyo_twn
靖天卡通台,https://api.hualong.eu.org/api/Smartv.php?id=jingtiancartoon_twn
